latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.98031,126.70789,337.76,0.39,0.36,2026-05-22,0444,SNPP,SNPP,n,2.0NRT,298.48,2.91,D
36.98426,126.71149,346.24,0.39,0.36,2026-05-22,0444,SNPP,SNPP,n,2.0NRT,308.92,10.39,D
37.48526,129.0569,331.57,0.45,0.39,2026-05-22,0444,SNPP,SNPP,n,2.0NRT,305.45,5.35,D
37.86205,126.81499,340.81,0.39,0.36,2026-05-22,0444,SNPP,SNPP,n,2.0NRT,309.3,4.71,D
36.9813,126.71035,303.92,0.44,0.46,2026-05-22,1705,SNPP,SNPP,n,2.0NRT,260.98,0.89,N
35.49944,129.35536,296.3,0.47,0.4,2026-05-22,1705,SNPP,SNPP,n,2.0NRT,282.77,0.91,N
35.36948,128.48988,296.97,0.61,0.54,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,278.24,1.79,N
37.59704,129.01285,309.68,0.6,0.53,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,286.34,2.76,N
37.48819,129.05475,304.54,0.6,0.53,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,285.68,2.31,N
37.48373,129.04774,304.93,0.6,0.53,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,286.42,2,N
37.48325,129.05414,312.03,0.6,0.53,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,285.23,2.31,N
37.42514,129.17128,301.32,0.59,0.53,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,285.49,1.37,N
37.42356,129.17203,299.94,0.59,0.53,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,285.34,1.04,N
37.18809,128.31947,297.88,0.33,0.55,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,284.96,0.51,N
37.01266,128.33316,306.24,0.32,0.55,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,287.46,0.76,N
36.98757,126.68583,297.24,0.4,0.6,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,286.88,1.97,N
36.98732,126.69044,305.95,0.4,0.6,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,288.94,2.17,N
36.98631,126.70902,301.24,0.4,0.6,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,288.06,1.34,N
36.98196,126.68531,314.02,0.4,0.6,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,288.49,1.97,N
36.98171,126.68996,317.87,0.4,0.6,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,289.63,2.17,N
36.98121,126.69924,302.23,0.4,0.6,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,288.12,2.4,N
36.00204,129.38727,305.77,0.55,0.51,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,288.34,3.33,N
35.36932,128.4888,301.03,0.61,0.54,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,278.26,1.34,N
35.09822,128.86037,300.8,0.58,0.52,2026-05-23,1645,SNPP,SNPP,n,2.0NRT,281.52,0.99,N
36.97989,126.70959,298.34,0.45,0.63,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,282.7,0.54,N
37.0067,126.39172,296.33,0.43,0.62,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,284.18,1.35,N
37.42264,129.17029,297.11,0.58,0.7,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,283.01,0.66,N
37.42306,129.16928,298.45,0.58,0.7,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,283.35,0.53,N
36.97979,126.68758,299.84,0.45,0.63,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,285.7,0.82,N
36.98547,126.71198,296.88,0.45,0.63,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,283.88,0.54,N
36.98744,126.72485,295.21,0.45,0.63,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,281.68,0.27,N
37.02474,128.31865,297.02,0.54,0.68,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,284.79,0.87,N
37.23186,128.32013,298.86,0.53,0.67,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,282.74,1.22,N
37.22963,128.31856,296.72,0.53,0.67,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,282.4,1.31,N
36.98535,126.69003,302.1,0.45,0.63,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,285.61,1.75,N
37.48211,129.04486,296.93,0.57,0.69,2026-05-23,1826,SNPP,SNPP,n,2.0NRT,283.16,0.92,N
36.00183,129.39223,327.15,0.38,0.44,2026-05-24,0406,SNPP,SNPP,l,2.0NRT,298.55,3.71,D
36.98207,126.713,326.68,0.5,0.49,2026-05-24,0406,SNPP,SNPP,l,2.0NRT,299.36,4.59,D
36.98137,126.68937,329.68,0.5,0.49,2026-05-24,0406,SNPP,SNPP,n,2.0NRT,297.18,3.61,D
35.99908,129.39851,312.16,0.51,0.66,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.1,3.77,N
37.59429,129.00929,303.61,0.55,0.68,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,288.29,1.2,N
37.48308,129.05008,302.12,0.55,0.68,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,288.1,1.7,N
37.48288,129.05618,302.99,0.55,0.68,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.73,1.7,N
37.01314,128.33208,298.73,0.59,0.7,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,288.2,0.63,N
36.98624,126.68113,300.52,0.73,0.76,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,288.51,2.95,N
36.98613,126.68979,303.14,0.73,0.76,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,289.54,2.95,N
36.9859,126.70707,299.77,0.73,0.76,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,289.02,3.03,N
36.98358,126.68562,317.89,0.73,0.76,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,291.37,4.28,N
36.0107,129.38193,300.84,0.51,0.66,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.54,1.54,N
36.00425,129.38744,301.12,0.51,0.66,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.38,1.54,N
36.00377,129.39917,298.62,0.51,0.66,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.07,1.91,N
35.9978,129.39294,302.6,0.51,0.66,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.37,1.6,N
35.99757,129.39873,309.92,0.51,0.66,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.04,1.6,N
35.99934,129.39275,303.6,0.51,0.66,2026-05-24,1626,SNPP,SNPP,n,2.0NRT,287.43,4.69,N
36.98291,126.68441,302.92,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,289.55,1.64,N
37.59435,129.01161,303.24,0.32,0.55,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,289.86,0.47,N
37.48316,129.05472,301.02,0.33,0.55,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,288.84,0.34,N
37.42595,129.1723,303.72,0.33,0.55,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,288.91,0.68,N
37.42115,129.16978,300.55,0.33,0.55,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,288.26,0.45,N
37.2323,128.32111,301.98,0.61,0.53,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,287.67,1.77,N
37.48904,126.64297,303.01,0.49,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,288.94,1.39,N
37.02549,128.32135,304.4,0.62,0.54,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,288.63,1.09,N
36.98909,126.69878,308.76,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,290.89,1.77,N
36.986,126.6916,302.33,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,291.06,1.31,N
36.98337,126.70269,302.12,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,291.72,1.77,N
36.98205,126.70823,308.28,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,292.04,1.82,N
36.9816,126.68994,308.33,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,292.15,1.64,N
36.98351,126.70046,301.57,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,291.13,2.02,N
36.98093,126.71163,306.18,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,289.87,1.06,N
36.98166,126.6877,314.5,0.51,0.49,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,292.52,4.36,N
36.0103,129.38251,299.11,0.37,0.58,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,287.78,1.1,N
36.00304,129.38837,313.2,0.37,0.58,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,289.17,1.47,N
36.00199,129.3924,301.62,0.37,0.58,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,289.31,1.47,N
35.36806,128.48778,298.46,0.34,0.56,2026-05-24,1809,SNPP,SNPP,n,2.0NRT,288.39,0.61,N
35.99961,129.40282,335.2,0.34,0.56,2026-05-25,0349,SNPP,SNPP,n,2.0NRT,292.35,3.54,D
35.85928,128.36761,325.83,0.39,0.59,2026-05-25,0349,SNPP,SNPP,n,2.0NRT,289.79,2.95,D
36.98467,126.71092,307.31,0.46,0.39,2026-05-25,1747,SNPP,SNPP,n,2.0NRT,270.55,1.21,N
36.98211,126.70482,295.48,0.46,0.39,2026-05-25,1747,SNPP,SNPP,n,2.0NRT,269.72,1.31,N
36.98113,126.70988,305.76,0.46,0.39,2026-05-25,1747,SNPP,SNPP,n,2.0NRT,269.23,1.21,N
36.9815,126.68858,297.28,0.46,0.39,2026-05-25,1747,SNPP,SNPP,n,2.0NRT,270.4,0.83,N
36.00326,129.39012,309.32,0.42,0.45,2026-05-25,1747,SNPP,SNPP,n,2.0NRT,273.18,1.3,N
35.08114,128.98592,313.67,0.42,0.45,2026-05-25,1749,SNPP,SNPP,n,2.0NRT,287.83,1.85,N
35.36805,128.48607,300.8,0.44,0.39,2026-05-27,1711,SNPP,SNPP,n,2.0NRT,287.18,1.02,N
36.98667,126.71329,333.5,0.41,0.37,2026-05-28,0432,SNPP,SNPP,l,2.0NRT,303.91,4.93,D
36.9833,126.71417,334.83,0.41,0.37,2026-05-28,0432,SNPP,SNPP,l,2.0NRT,304.13,4.93,D
35.99914,129.3931,342.93,0.38,0.36,2026-05-28,0432,SNPP,SNPP,n,2.0NRT,301.03,3.43,D
35.99978,129.39734,338.09,0.38,0.36,2026-05-28,0432,SNPP,SNPP,n,2.0NRT,301.48,3.43,D
36.98768,126.69879,334.8,0.41,0.37,2026-05-28,0432,SNPP,SNPP,l,2.0NRT,301.53,8.24,D
37.48451,129.05664,338.23,0.38,0.36,2026-05-28,0432,SNPP,SNPP,n,2.0NRT,308.27,7.3,D
37.59647,129.01305,333.24,0.38,0.36,2026-05-28,0432,SNPP,SNPP,n,2.0NRT,304.52,3.82,D
37.48829,126.6382,331.44,0.4,0.37,2026-05-28,0432,SNPP,SNPP,l,2.0NRT,303.94,6.07,D
37.48419,129.04716,306.82,0.49,0.49,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,290.5,1.94,N
37.59778,129.01112,310.67,0.5,0.49,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,290.42,2.06,N
37.48373,129.05246,331.42,0.49,0.49,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,292.02,4.68,N
37.42142,129.17281,298.66,0.48,0.48,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,284.84,0.96,N
37.0093,128.33408,299.19,0.53,0.5,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,288.22,2.08,N
36.98311,126.68887,296.72,0.33,0.55,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,286.65,0.53,N
36.98284,126.69265,300.6,0.33,0.55,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,286.32,0.53,N
36.98257,126.6964,297.89,0.33,0.55,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,287.08,0.5,N
36.0293,129.39531,308.32,0.45,0.47,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,292.31,2.98,N
36.00372,129.38644,303.43,0.45,0.47,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,290.93,1.57,N
36.00323,129.39156,310.62,0.45,0.47,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,291.9,1.57,N
36.00273,129.39662,307.77,0.45,0.47,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,292.91,1.18,N
35.99839,129.396,311.89,0.45,0.47,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,290.57,1.18,N
35.96989,129.37138,304.49,0.45,0.47,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,289.31,0.92,N
35.09888,128.86229,309.83,0.47,0.48,2026-05-28,1652,SNPP,SNPP,n,2.0NRT,290.3,1.42,N
36.99355,126.3423,303.79,0.52,0.67,2026-05-28,1832,SNPP,SNPP,n,2.0NRT,286.34,1.05,N
36.95338,126.61806,301.33,0.54,0.68,2026-05-28,1832,SNPP,SNPP,n,2.0NRT,285.24,0.97,N
37.22835,128.32611,298.12,0.64,0.72,2026-05-28,1832,SNPP,SNPP,n,2.0NRT,285.02,0.95,N
37.23288,128.32095,295.39,0.64,0.72,2026-05-28,1832,SNPP,SNPP,n,2.0NRT,284.67,1.58,N
35.09837,128.86194,335.03,0.53,0.42,2026-05-29,0412,SNPP,SNPP,n,2.0NRT,304.09,8.37,D
35.31513,129.17924,332.57,0.51,0.41,2026-05-29,0412,SNPP,SNPP,l,2.0NRT,303.08,6.74,D
36.00011,129.39558,334.57,0.49,0.4,2026-05-29,0412,SNPP,SNPP,l,2.0NRT,309.55,6.61,D
36.00912,128.4312,329.48,0.54,0.42,2026-05-29,0412,SNPP,SNPP,l,2.0NRT,303.64,4.48,D
36.82761,127.11094,330.17,0.4,0.44,2026-05-29,0414,SNPP,SNPP,l,2.0NRT,304.76,2.08,D
36.98427,126.71198,346.55,0.42,0.45,2026-05-29,0414,SNPP,SNPP,n,2.0NRT,310.15,7.45,D
36.98436,126.69225,334.85,0.42,0.45,2026-05-29,0414,SNPP,SNPP,l,2.0NRT,307.13,4.03,D
37.48697,129.05731,338.68,0.48,0.4,2026-05-29,0414,SNPP,SNPP,n,2.0NRT,305.3,4.4,D
37.41658,126.88534,335.62,0.4,0.44,2026-05-29,0414,SNPP,SNPP,n,2.0NRT,295.83,2.35,D
37.39822,126.7021,331.97,0.41,0.45,2026-05-29,0414,SNPP,SNPP,l,2.0NRT,305.92,5.37,D
37.59542,129.01096,312.3,0.45,0.63,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,293.23,1.98,N
37.48355,129.05235,332.29,0.45,0.63,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,296.29,3.1,N
37.42015,129.17104,306.22,0.44,0.62,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,291.17,1.06,N
37.18584,128.3163,296.98,0.49,0.65,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,286.55,0.49,N
36.98434,126.68153,300.73,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,287.88,2.03,N
36.98415,126.68855,311.55,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,291.17,2.03,N
36.98396,126.69554,304.41,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,291.42,3.49,N
36.98359,126.7096,301.23,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,288.69,1.6,N
36.98659,126.68307,302.17,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,288.67,1.24,N
36.98614,126.69704,301.22,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,290.33,1.93,N
36.97997,126.68275,311.05,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,290.89,2.84,N
36.97975,126.68977,298.95,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,288.57,1.75,N
36.97952,126.69678,303.48,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,290.18,1.75,N
36.9793,126.70382,300.59,0.6,0.7,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,288.91,1.95,N
36.02781,129.39455,317.14,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,293.93,2.2,N
36.02261,129.38449,303.55,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,292.04,1.61,N
36.02236,129.38927,305.55,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,294.15,1.61,N
36.02801,129.38574,305.63,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,292.36,2.3,N
36.02745,129.39531,312.15,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,293.12,1.38,N
36.02203,129.39006,308.7,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,294.47,1.38,N
36.01089,129.38429,303.05,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,292.1,1.7,N
36.00492,129.38861,303.37,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,292.43,1.42,N
36.00465,129.39333,308.66,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,293.7,1.42,N
35.99841,129.40231,301.32,0.42,0.61,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,290.86,2.04,N
35.13198,128.85805,303.67,0.44,0.62,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,288.15,0.68,N
35.13215,128.86139,303.06,0.44,0.62,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,287.64,0.55,N
35.10443,128.83409,306.9,0.44,0.62,2026-05-29,1635,SNPP,SNPP,n,2.0NRT,288.86,0.64,N
36.98396,126.70708,309.56,0.61,0.54,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,293.21,2.45,N
37.42509,129.17192,308.66,0.4,0.6,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,293.17,1.25,N
37.42612,129.17047,304.37,0.4,0.6,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,292.84,1.22,N
37.23017,128.32451,310.4,0.37,0.58,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,287.95,0.97,N
37.20779,128.30135,298.06,0.37,0.58,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,285.91,0.52,N
37.20258,128.29948,299.47,0.37,0.58,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,285.66,0.52,N
37.20399,128.30168,298.85,0.37,0.58,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,286.3,1.08,N
37.334,127.33246,343.67,0.32,0.55,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,288.55,3.43,N
37.33593,127.33313,337.23,0.32,0.55,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,287.87,1.66,N
37.33112,127.33083,304.47,0.32,0.55,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,285.63,1.66,N
37.02529,128.31908,304.12,0.37,0.58,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,286.77,0.97,N
37.01366,128.34123,310.21,0.37,0.58,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,287.84,1.28,N
37.0106,128.33115,299.59,0.37,0.58,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,285.93,0.56,N
36.98537,126.72241,310.08,0.62,0.54,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,287.81,2.4,N
36.98563,126.70041,304.92,0.61,0.54,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,291.68,1.54,N
36.98228,126.71381,308.61,0.61,0.54,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,288.67,2.45,N
36.98423,126.68508,303.89,0.61,0.54,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,288.72,1.53,N
36.98255,126.69179,306.95,0.61,0.54,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,291.93,1.54,N
36.98087,126.69846,299.9,0.61,0.54,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,289.32,1.54,N
36.0101,129.38202,301.54,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,291.2,1.32,N
36.00318,129.38443,307.8,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,291.65,1.63,N
36.00182,129.38924,308.29,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,293.08,1.3,N
36.00045,129.3941,307.73,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,292.86,1.3,N
36.00893,129.38586,303.59,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,291.89,1.11,N
36.00338,129.38342,301.91,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,291.17,1.39,N
36.00204,129.38826,309.75,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,292.39,1.39,N
36.0007,129.39316,308.1,0.45,0.63,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,293.39,2.15,N
35.97476,126.60768,300.56,0.32,0.55,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,288.97,0.61,N
35.96989,126.6058,307.24,0.32,0.55,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,288.54,0.61,N
35.97145,126.60532,308.75,0.32,0.55,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,288.16,0.96,N
34.82343,127.67941,367,0.39,0.59,2026-05-29,1813,SNPP,SNPP,h,2.0NRT,294.15,11.66,N
34.82243,127.68317,306.9,0.39,0.59,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,288.04,7.43,N
34.81817,127.67716,367,0.39,0.59,2026-05-29,1813,SNPP,SNPP,h,2.0NRT,291.88,16.66,N
34.81718,127.68092,325.26,0.39,0.59,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,289.23,14.49,N
34.81921,127.67323,314.74,0.39,0.59,2026-05-29,1813,SNPP,SNPP,n,2.0NRT,291.04,16.66,N
34.9999,126.92228,336.22,0.4,0.6,2026-05-30,0353,SNPP,SNPP,n,2.0NRT,300.55,7.59,D
34.99876,126.91798,347.21,0.4,0.6,2026-05-30,0353,SNPP,SNPP,n,2.0NRT,302.77,7.54,D
35.50675,128.36893,335.89,0.33,0.55,2026-05-30,0353,SNPP,SNPP,n,2.0NRT,304.11,6.74,D
35.63861,128.62418,336.51,0.63,0.54,2026-05-30,0353,SNPP,SNPP,n,2.0NRT,305.83,3.15,D
35.63852,128.62314,337.84,0.63,0.54,2026-05-30,0353,SNPP,SNPP,n,2.0NRT,305.89,7.87,D
35.86147,128.37016,330.25,0.32,0.55,2026-05-30,0353,SNPP,SNPP,l,2.0NRT,301.02,2.54,D
35.86061,128.36673,331.34,0.32,0.55,2026-05-30,0353,SNPP,SNPP,l,2.0NRT,301.42,2.54,D
35.8672,128.37184,329.03,0.32,0.55,2026-05-30,0353,SNPP,SNPP,l,2.0NRT,300.65,3.58,D
36.33108,128.27945,329.19,0.63,0.54,2026-05-30,0353,SNPP,SNPP,n,2.0NRT,300.79,2.48,D
36.73228,127.51605,335.15,0.34,0.56,2026-05-30,0353,SNPP,SNPP,n,2.0NRT,298.86,0.7,D
36.98508,126.6883,328.02,0.5,0.66,2026-05-30,0533,SNPP,SNPP,l,2.0NRT,301.94,6.36,D
36.00298,129.38522,303.78,0.76,0.77,2026-05-30,1613,SNPP,SNPP,n,2.0NRT,293.09,3.79,N
35.9957,129.38522,310.55,0.76,0.77,2026-05-30,1613,SNPP,SNPP,n,2.0NRT,292.09,2.49,N
35.99438,129.38831,301.37,0.76,0.77,2026-05-30,1613,SNPP,SNPP,n,2.0NRT,290.51,1.64,N
37.48487,129.05743,307.23,0.45,0.47,2026-05-30,1754,SNPP,SNPP,n,2.0NRT,294.7,2.31,N
37.48384,129.0544,312.2,0.45,0.47,2026-05-30,1754,SNPP,SNPP,n,2.0NRT,295.52,1.51,N
37.48081,129.04773,307.32,0.45,0.47,2026-05-30,1754,SNPP,SNPP,n,2.0NRT,294.83,1.72,N
37.42093,129.17278,306.25,0.46,0.47,2026-05-30,1754,SNPP,SNPP,n,2.0NRT,293.17,0.56,N
37.23,128.3215,318.03,0.42,0.45,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,289.54,2.17,N
37.20311,128.30038,302.63,0.42,0.45,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,287.69,0.97,N
37.18593,128.31906,300.65,0.42,0.45,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,287.52,0.85,N
37.487,126.63918,308.84,0.52,0.41,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,290.47,1.71,N
37.02635,128.32147,302.62,0.42,0.45,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,288.42,1.17,N
37.01305,128.34186,302.44,0.42,0.45,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,288.38,0.88,N
37.01099,128.33128,300.5,0.42,0.45,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,287.99,1.05,N
36.98488,126.72165,312.54,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,289.97,2.18,N
36.98355,126.70869,330.25,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,296.04,4.12,N
36.98654,126.72665,310.59,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,291.43,2.15,N
36.98137,126.7124,329.44,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,292.7,2.85,N
36.98256,126.7065,307.61,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,297.5,2.85,N
