latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.98236,126.6877,325.99,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,294.79,4.19,N
36.98117,126.69355,303.45,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,292.26,4.19,N
36.97878,126.70527,312.48,0.53,0.42,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,292.01,2.85,N
36.00467,129.39079,308.2,0.5,0.49,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,295.09,1.7,N
36.00028,129.38913,307.17,0.5,0.49,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,294.34,1.7,N
35.97238,126.60529,308.83,0.55,0.43,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,290.67,1.16,N
34.82269,127.67749,340.33,0.43,0.46,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,293.73,6.1,N
34.81856,127.67606,340.06,0.43,0.46,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,293.45,9.32,N
34.81758,127.68048,305.45,0.43,0.46,2026-05-30,1756,SNPP,SNPP,n,2.0NRT,290.87,3.5,N
34.81065,127.23693,328.65,0.69,0.75,2026-05-31,0334,SNPP,SNPP,n,2.0NRT,301.13,3.92,D
35.21973,126.37891,330.29,0.75,0.77,2026-05-31,0336,SNPP,SNPP,n,2.0NRT,299.64,5.64,D
35.2161,126.37894,329.01,0.75,0.77,2026-05-31,0336,SNPP,SNPP,n,2.0NRT,299.8,5.64,D
37.48496,129.05724,334.72,0.47,0.64,2026-05-31,0336,SNPP,SNPP,n,2.0NRT,307.5,5.12,D
34.54631,126.53718,335.79,0.5,0.49,2026-05-31,0516,SNPP,SNPP,n,2.0NRT,301.48,4.62,D
34.73017,125.92243,331.98,0.47,0.47,2026-05-31,0516,SNPP,SNPP,n,2.0NRT,302.01,1.68,D
36.98368,126.71528,341.11,0.54,0.51,2026-05-31,0516,SNPP,SNPP,n,2.0NRT,309.92,12.32,D
37.59583,129.01208,317.06,0.42,0.38,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,294.63,1.72,N
37.48495,129.05759,323.84,0.42,0.38,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,291.74,3.36,N
37.48328,129.047,310.25,0.42,0.38,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,290.25,1,N
37.42594,129.18112,302.98,0.43,0.38,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,287.94,1.3,N
37.42429,129.17044,305.03,0.43,0.38,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,288.54,0.51,N
37.2293,128.32361,308.01,0.41,0.37,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,277.73,1.08,N
37.22983,128.3215,311.25,0.41,0.37,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,278.48,1.13,N
37.49173,126.63155,301.68,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,289.65,0.43,N
37.49033,126.64019,310.87,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,291.6,0.92,N
37.20527,128.30032,298.26,0.41,0.37,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,278.94,0.94,N
37.02537,128.32021,302.13,0.41,0.37,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,279.26,0.98,N
37.01195,128.33566,306.23,0.41,0.37,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,281.34,0.74,N
37.01114,128.34021,303.22,0.41,0.37,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,280.72,0.74,N
36.99021,126.69969,299.03,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,282.63,0.53,N
36.98691,126.69886,330.05,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,283.76,2.58,N
36.98621,126.70316,312.01,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,282.04,1.95,N
36.98479,126.71178,299.15,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,282.04,2.27,N
36.98149,126.71094,331.35,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,284.27,2.27,N
36.98504,126.68941,305.5,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,283.47,1.14,N
36.98362,126.69801,312.98,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,282.67,2.58,N
36.98291,126.70232,315.31,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,283.37,1.95,N
36.98174,126.68856,328.51,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,285.93,2.94,N
36.98103,126.69286,309.36,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,282.76,1.94,N
36.97961,126.70148,315.88,0.39,0.36,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,281.42,1.54,N
36.02733,129.39662,303.58,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,285.81,1.64,N
36.02567,129.3857,335.33,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,285.79,5.35,N
36.02214,129.38467,307.19,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,284.89,2.9,N
36.00262,129.38947,320.95,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,280.99,3.09,N
36.00073,129.3994,308.56,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,283.84,1.31,N
35.99815,129.39339,315.64,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,285.2,2.28,N
35.9972,129.39839,301.27,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,284.05,1.32,N
35.08065,128.99057,315.9,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,286.3,1.14,N
35.09735,128.86255,301.3,0.45,0.39,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,282.13,0.71,N
34.80975,127.66137,300.44,0.41,0.37,2026-05-31,1737,SNPP,SNPP,n,2.0NRT,287.26,0.75,N
37.59668,129.01265,320.45,0.41,0.45,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,294.34,2.02,N
37.59524,129.01054,305.91,0.41,0.45,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,291.58,1.11,N
37.59476,129.01515,305.87,0.41,0.45,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,291.58,0.95,N
37.48576,129.0545,336.13,0.41,0.45,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,295.1,4.26,N
37.48207,129.04939,316.04,0.41,0.45,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,293.69,2.05,N
37.48385,129.05737,332.16,0.41,0.45,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,293.19,2.33,N
37.48477,129.04851,313.01,0.41,0.45,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,293.26,3.97,N
37.4258,129.17397,307.34,0.4,0.44,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,291.79,1.01,N
37.48989,126.6399,309.49,0.54,0.51,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,293.18,1.37,N
37.48938,126.64023,307.83,0.54,0.51,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,293.18,1.71,N
37.18633,128.32216,303.45,0.44,0.46,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,290.16,0.94,N
37.01397,128.33421,303.23,0.44,0.46,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,290.43,1.63,N
37.01143,128.3322,302.38,0.44,0.46,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,290.06,1.23,N
36.98611,126.68481,305.23,0.53,0.5,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,289.95,2.55,N
36.98561,126.69091,317.74,0.53,0.5,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,294.41,3.19,N
36.98462,126.70309,307.72,0.53,0.5,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,292.83,1.28,N
36.98412,126.70924,303.27,0.53,0.5,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,293.24,1.28,N
36.98092,126.69031,312.53,0.53,0.5,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,291.9,3.19,N
36.95343,126.61859,302.83,0.54,0.51,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,289.34,0.95,N
36.00151,129.39578,302.07,0.56,0.43,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,289.68,1.24,N
36.00083,129.40204,300.04,0.56,0.43,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,289.31,1.28,N
35.99754,129.39511,300.47,0.56,0.43,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,289.03,1.24,N
35.08369,128.99146,317.18,0.38,0.43,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,289.44,1.44,N
35.07968,128.99072,305.58,0.38,0.43,2026-06-02,1658,SNPP,SNPP,n,2.0NRT,288.13,1.44,N
37.01254,128.33459,299.34,0.78,0.78,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,286.91,1.65,N
37.01119,128.33316,298.75,0.78,0.78,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,287.14,1.43,N
36.98352,126.70344,300.26,0.65,0.73,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,289.14,1.41,N
36.9813,126.7105,301.57,0.65,0.73,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,289.01,1.41,N
36.98159,126.68629,305.51,0.65,0.73,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,289.47,2.15,N
36.98557,126.71004,301.09,0.65,0.73,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,289.25,1.53,N
36.98573,126.6858,299.87,0.65,0.73,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,288.47,1.98,N
36.98354,126.69286,300.12,0.65,0.73,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,289.67,1.72,N
36.98137,126.69987,308.81,0.65,0.73,2026-06-02,1838,SNPP,SNPP,n,2.0NRT,289.21,1.72,N
35.20821,126.80847,330.68,0.56,0.43,2026-06-03,0419,SNPP,SNPP,l,2.0NRT,304.85,9.36,D
35.2133,126.81331,331.32,0.56,0.43,2026-06-03,0419,SNPP,SNPP,l,2.0NRT,304.84,6.48,D
37.48448,129.05902,335.72,0.42,0.38,2026-06-03,0419,SNPP,SNPP,l,2.0NRT,306.64,9.77,D
37.59655,129.01495,332.34,0.42,0.38,2026-06-03,0419,SNPP,SNPP,n,2.0NRT,303.77,4.58,D
37.02416,128.32135,299.63,0.4,0.6,2026-06-03,1639,SNPP,SNPP,n,2.0NRT,287.48,0.53,N
37.01346,128.34195,301.31,0.4,0.6,2026-06-03,1639,SNPP,SNPP,n,2.0NRT,288.18,0.63,N
35.95844,126.54198,312.7,0.39,0.59,2026-06-03,1819,SNPP,SNPP,n,2.0NRT,288.25,2.27,N
35.95318,126.53984,322.33,0.39,0.59,2026-06-03,1819,SNPP,SNPP,n,2.0NRT,287.71,2.27,N
35.88336,126.95076,330.29,0.63,0.54,2026-06-04,0400,SNPP,SNPP,n,2.0NRT,294.25,12.75,D
37.59507,129.00893,296.41,0.67,0.73,2026-06-04,1620,SNPP,SNPP,n,2.0NRT,286.38,1.59,N
37.48469,129.04872,299.8,0.66,0.73,2026-06-04,1620,SNPP,SNPP,n,2.0NRT,286.38,1.5,N
37.48456,129.05568,311.24,0.66,0.73,2026-06-04,1620,SNPP,SNPP,n,2.0NRT,287.02,1.5,N
37.48475,129.04997,299.89,0.66,0.73,2026-06-04,1620,SNPP,SNPP,n,2.0NRT,286.64,2.88,N
37.48458,129.05701,308.19,0.66,0.73,2026-06-04,1620,SNPP,SNPP,n,2.0NRT,287.16,1.96,N
36.0047,129.38896,311.27,0.62,0.72,2026-06-04,1622,SNPP,SNPP,n,2.0NRT,288.5,2.46,N
36.00902,129.38309,303.67,0.62,0.72,2026-06-04,1622,SNPP,SNPP,n,2.0NRT,288.15,2.14,N
36.00205,129.39009,312.54,0.62,0.72,2026-06-04,1622,SNPP,SNPP,n,2.0NRT,288.57,3.27,N
35.10368,128.82878,309.26,0.66,0.73,2026-06-04,1622,SNPP,SNPP,n,2.0NRT,287.65,1.47,N
35.08575,128.98572,295.18,0.65,0.73,2026-06-04,1622,SNPP,SNPP,n,2.0NRT,278.89,0.77,N
35.10399,128.83183,302.33,0.66,0.73,2026-06-04,1622,SNPP,SNPP,n,2.0NRT,287.54,2.59,N
35.0852,128.98874,300.7,0.65,0.73,2026-06-04,1622,SNPP,SNPP,n,2.0NRT,279.55,2.25,N
37.48321,129.05594,302.53,0.54,0.51,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,288.99,0.72,N
37.42522,129.17247,300.62,0.55,0.51,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,288.34,1.39,N
36.89961,128.75185,336.73,0.54,0.51,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,288.4,5.22,N
36.01825,129.38409,303.13,0.61,0.53,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,290.99,2.58,N
36.01347,129.38229,315.18,0.61,0.53,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,290.42,2.58,N
36.00705,129.38707,301.33,0.61,0.53,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,290.93,2.81,N
36.00062,129.39186,319.08,0.61,0.54,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,291.74,2.81,N
36.01241,129.3826,301.42,0.61,0.53,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,290.49,3.46,N
36.00441,129.39403,303.22,0.61,0.54,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,291.74,1.83,N
35.99964,129.39218,316,0.61,0.54,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,291.56,3.45,N
35.37088,128.48453,300.72,0.57,0.52,2026-06-04,1802,SNPP,SNPP,n,2.0NRT,289.38,1.22,N
36.0018,129.39252,328.53,0.41,0.61,2026-06-05,0342,SNPP,SNPP,l,2.0NRT,300.03,4.18,D
34.67356,125.97788,339.38,0.57,0.52,2026-06-05,0523,SNPP,SNPP,n,2.0NRT,296.36,9.34,D
36.98439,126.71358,332.96,0.33,0.56,2026-06-05,0523,SNPP,SNPP,l,2.0NRT,305.72,4.06,D
36.98259,126.68704,328.15,0.33,0.55,2026-06-05,0523,SNPP,SNPP,l,2.0NRT,302.75,3.28,D
37.59754,129.01083,303.72,0.48,0.4,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,290.11,0.92,N
37.48653,129.05414,309.33,0.48,0.4,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.98,1.26,N
37.484,129.04747,304.24,0.48,0.4,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,290.1,0.66,N
37.4829,129.05301,303.59,0.48,0.4,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,287.83,1.26,N
37.42697,129.17918,305.5,0.49,0.4,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.72,1.11,N
37.42444,129.17244,308.37,0.49,0.4,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.65,1.49,N
37.22816,128.32304,308.5,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,286.48,1.71,N
37.2306,128.32201,311.65,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,288.13,1.59,N
37.20424,128.30338,298.92,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,285.87,1.29,N
37.18623,128.31927,300.34,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,285.65,0.64,N
37.49099,126.64197,303.43,0.4,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.5,0.87,N
37.48844,126.63649,312.41,0.4,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.2,0.87,N
37.48764,126.64102,308.02,0.4,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.57,0.87,N
37.02805,128.31918,300.84,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,286.24,1.32,N
37.02353,128.32315,297.11,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,285.9,0.66,N
37.01247,128.34135,306.72,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,287.18,1.29,N
37.0099,128.33528,298.5,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,286.72,0.62,N
37.01274,128.33455,299.51,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,287.21,0.89,N
37.01178,128.33957,304.93,0.46,0.39,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,286.44,0.89,N
36.98648,126.70223,314.88,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.36,1.52,N
36.98147,126.71039,337.7,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,292.64,6.01,N
36.98474,126.69219,312.29,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,292.09,1.92,N
36.9831,126.70129,311.83,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.82,1.52,N
36.98183,126.71323,328.21,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,290.86,2.8,N
36.98586,126.69046,307.56,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.85,1.4,N
36.98425,126.69956,309.32,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.85,1.34,N
36.98264,126.70866,305.19,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,292.83,2.8,N
36.98248,126.68951,323.07,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,295.03,1.4,N
36.98167,126.69407,303.9,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,290.78,1.4,N
36.98007,126.70316,305.37,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.9,1.34,N
36.9791,126.68858,327.65,0.41,0.37,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,289.36,2.72,N
36.02744,129.39267,308.23,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.79,1.57,N
36.02366,129.39149,305.34,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.94,1.57,N
36.02615,129.39153,302.58,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,292.3,1.24,N
36.02499,129.39728,309.68,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,290.82,1.24,N
36.0186,129.38919,302.51,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.78,1.28,N
36.00729,129.38565,308.09,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,292.86,2.15,N
36.00236,129.3902,316.39,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,292.88,2.15,N
35.99742,129.39479,302.2,0.53,0.42,2026-06-05,1741,SNPP,SNPP,n,2.0NRT,291.67,1.41,N
35.97094,126.60558,300.74,0.42,0.37,2026-06-05,1743,SNPP,SNPP,n,2.0NRT,288.6,0.77,N
35.97012,126.61015,303,0.42,0.37,2026-06-05,1743,SNPP,SNPP,n,2.0NRT,291.55,0.77,N
35.36741,128.48378,303.42,0.49,0.4,2026-06-05,1743,SNPP,SNPP,n,2.0NRT,287.12,1.91,N
34.77412,127.2056,333.78,0.56,0.43,2026-06-06,0501,SNPP,SNPP,n,2.0NRT,301.03,6.82,D
34.77263,127.20419,331.25,0.56,0.43,2026-06-06,0501,SNPP,SNPP,n,2.0NRT,300.31,2.69,D
34.6925,125.96486,333.81,0.49,0.4,2026-06-06,0501,SNPP,SNPP,n,2.0NRT,302.23,6.41,D
34.8562,126.1218,330.67,0.5,0.41,2026-06-06,0501,SNPP,SNPP,l,2.0NRT,301.89,3.96,D
36.00488,129.39026,331.7,0.5,0.49,2026-06-06,0504,SNPP,SNPP,l,2.0NRT,306.42,5,D
37.0265,128.32054,299.92,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,287.07,1.49,N
37.01399,128.34216,299.43,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,287.57,1.35,N
36.03024,129.39537,305.63,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,290.68,1.16,N
36.02694,129.39456,307.54,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,291.51,1.16,N
36.02364,129.39374,299.96,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,289.26,0.9,N
36.00647,129.39392,305.79,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,290.51,1.13,N
36.00456,129.38461,310.44,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,289.78,1.58,N
36.00386,129.38887,311.96,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,290.77,1.58,N
36.00317,129.39311,301.52,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,287.88,0.53,N
35.99849,129.40079,301.5,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,287.96,0.79,N
35.97083,126.60888,302.83,0.41,0.37,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,283.53,0.71,N
35.97194,126.60604,310.81,0.41,0.37,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,288.34,1.05,N
35.37008,128.48561,320.05,0.38,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,291.66,1.27,N
35.36745,128.48691,321.99,0.38,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,292.33,2.07,N
35.10016,128.86086,308.14,0.38,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,290.29,0.76,N
35.09686,128.86008,306.97,0.38,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,290.08,1.09,N
34.84209,127.70863,304.16,0.39,0.36,2026-06-06,1724,SNPP,SNPP,n,2.0NRT,293.38,0.61,N
35.27592,126.37534,334.21,0.38,0.36,2026-06-07,0444,SNPP,SNPP,n,2.0NRT,298.98,2.64,D
35.3194,126.59583,330.64,0.38,0.36,2026-06-07,0444,SNPP,SNPP,n,2.0NRT,299.47,1.2,D
36.98307,126.71514,336.27,0.45,0.39,2026-06-08,0425,SNPP,SNPP,l,2.0NRT,307,5.66,D
36.98213,126.71013,338.95,0.45,0.39,2026-06-08,0425,SNPP,SNPP,l,2.0NRT,308.94,5.66,D
36.97835,126.69008,330.72,0.45,0.39,2026-06-08,0425,SNPP,SNPP,l,2.0NRT,301.19,7.43,D
36.9847,126.70408,339.61,0.45,0.39,2026-06-08,0425,SNPP,SNPP,l,2.0NRT,307.75,6.42,D
36.98376,126.69908,334.76,0.45,0.39,2026-06-08,0425,SNPP,SNPP,l,2.0NRT,303.32,6.42,D
36.98187,126.68906,334.53,0.45,0.39,2026-06-08,0425,SNPP,SNPP,l,2.0NRT,304.48,9.56,D
36.99175,126.70203,340.74,0.45,0.39,2026-06-08,0425,SNPP,SNPP,l,2.0NRT,305.57,14.05,D
37.48575,129.0519,302.05,0.6,0.53,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,277.07,2.02,N
37.48448,129.05214,302.36,0.6,0.53,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,272.13,2.48,N
37.42549,129.17548,298.31,0.59,0.53,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,283.01,1.86,N
37.18684,128.32082,300.38,0.33,0.55,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,284.82,0.76,N
36.98661,126.68854,319.93,0.4,0.6,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,292.09,1.94,N
36.98607,126.69777,313.17,0.4,0.6,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,290.81,3.74,N
36.98553,126.70703,308.58,0.4,0.6,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,290.7,3.38,N
36.98526,126.71173,307.48,0.4,0.6,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,288.51,1.49,N
36.981,126.68803,326.01,0.4,0.6,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,289.87,1.94,N
36.98127,126.68343,300.08,0.4,0.6,2026-06-08,1645,SNPP,SNPP,n,2.0NRT,287.34,1.94,N
37.48229,129.04713,297.52,0.57,0.69,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,283.65,0.99,N
37.42352,129.17215,302.3,0.58,0.7,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,284.64,1.63,N
37.22788,128.32153,302.09,0.53,0.67,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,284.48,1.24,N
37.015,128.34103,300.39,0.54,0.68,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,286.03,1.03,N
37.01065,128.33286,297.57,0.54,0.68,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,285.63,1.75,N
37.01289,128.33434,298.89,0.54,0.68,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,285.8,0.82,N
37.0112,128.34007,303.21,0.54,0.68,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,285.72,0.82,N
36.98627,126.71012,298.25,0.45,0.63,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,287.88,0.8,N
36.9862,126.68816,307.11,0.45,0.63,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,289.88,0.88,N
36.98481,126.69308,299.67,0.45,0.63,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,288.72,0.88,N
36.98064,126.68574,302.48,0.45,0.63,2026-06-08,1826,SNPP,SNPP,n,2.0NRT,287.2,0.88,N
